Measurements/Samples, Spot 204291, Spot 204292, Spot 204293, Spot 204294, Spot 204295, Spot 204296, Spot 204297, Spot 204298, Spot 204299, Spot 204300, Spot 204301, Spot 204302, Spot 204303, Spot 204304, Spot 204329, Spot 204330, Spot 204331, Spot 204332, Spot 204333, Spot 204334, Spot 204335, Spot 204336, Spot 204337, Spot 204338, Spot 204339, Spot 204340, Spot 204342, Spot 204343, Spot 204344, Spot 204345, Spot 204346, Spot 204347, Spot 204348, Spot 204349, Spot 204373, Spot 204374, Spot 204375, Spot 204376, Spot 204377, Spot 204392, Spot 204393, Spot 204394, Spot 204395, Spot 204396, Spot 204397, Spot 204398, Spot 204420, Spot 204421, Spot 204422, Spot 204423, Spot 204424, Spot 204447, Spot 204448, Spot 204449, Spot 204450, Spot 204474, Spot 204475, Spot 204476, Spot 204477, Spot 204505, Spot 204506, Spot 204507, Spot 204532, Spot 204533, Spot 204564, Spot 204565, Spot 204566, Spot 204567, Spot 204594, Spot 204595, Spot 204629, Spot 204630, Spot 204631, Spot 204660, Spot 204661, Spot 204662, Spot 204698, Spot 204699, Spot 204700, Spot 204728, Spot 204729, Spot 204730, Spot 204769, Spot 204770, Spot 204799, Spot 204800, Spot 204801, Spot 204842, Spot 204843, Spot 204844, Spot 204872, Spot 204873, Spot 204917, Spot 204918, Spot 204946, Spot 204947, Spot 204948, Spot 204994, Spot 204995, Spot 205024, Spot 205025, Spot 205026, Spot 205074, Spot 205075, Spot 205104, Spot 205105, Spot 205106, Spot 205156, Spot 205157, Spot 205187, Spot 205188, Spot 205241, Spot 205242, Spot 205271, Spot 205272, Spot 205273, Spot 205327, Spot 205328, Spot 205329, Spot 205359, Spot 205360, Spot 205361, Spot 205417, Spot 205418, Spot 205449, Spot 205450, Spot 205451, Spot 205509, Spot 205510, Spot 205541, Spot 205542, Spot 205543, Spot 205603, Spot 205604, Spot 205636, Spot 205637, Spot 205638, Spot 205700, Spot 205701, Spot 205732, Spot 205733, Spot 205734, Spot 205735, Spot 205799, Spot 205833, Spot 205834, Spot 205835, Spot 205836, Spot 205837, Spot 205903, Spot 205934, Spot 205935, Spot 205936, Spot 205937, Spot 205938, Spot 205939, Spot 205940, Spot 205941, Spot 206009, Spot 206026, Spot 206032, Spot 206033, Spot 206034, Spot 206035, Spot 206036, Spot 206037, Spot 206038, Spot 206039, Spot 206040, Spot 206041, Spot 206042, Spot 206043, Spot 206132, Spot 206133, Spot 206135, Spot 206136, Spot 206137, Spot 206138, Spot 206139, Spot 206140, Spot 206141, Spot 206142, Spot 206143, Spot 206144, Spot 206145, Spot 206146, Spot 206239, Spot 206240, Spot 206241, Spot 206242, Spot 206243, Spot 206244, Spot 206245
PS489_1,59818.09539,131730.3494,103666.5677,131398.7066,108852.4877,109428.1196,109900.8217,136669.3761,118924.2202,134386.3719,80477.71258,94567.17222,149083.5637,79144.38699,177494.6269,169783.7923,163857.5014,88021.36854,165036.3197,153840.5824,104078.3238,119550.732,159100.0815,104798.3582,143832.7851,130692.1809,167494.6054,106628.0515,118877.5382,162616.7251,126662.6001,449625.3148,157168.2092,203186.5588,127035.0324,145460.3114,108792.6279,98673.64687,122573.2746,161761.5648,99403.51196,95980.4092,130930.3378,182331.8014,140947.658,167884.2889,175003.8576,160303.309,122876.3457,112991.5335,86777.11526,95734.42541,154272.8765,88365.63449,165577.7956,157792.0411,266198.4777,131400.0497,179190.4006,132551.936,164354.7806,129668.7977,163101.2319,175820.5145,145266.7052,355575.1934,165828.0199,168804.3535,174681.1966,155751.5687,173836.3281,166362.5501,213922.3154,156651.6986,257250.0716,193856.63,128809.3496,156001.5197,172551.8444,155167.9603,113415.0276,145024.4186,141519.3963,175481.8638,205605.6843,184121.0387,139913.9965,162255.4568,190182.0925,205459.0081,176838.2552,257588.4898,183881.4053,198512.3435,201412.8203,225632.5647,137709.4967,158055.2351,160562.1646,196808.6785,144538.1727,147320.7819,94168.3539,224375.7595,262369.9043,190242.3176,176306.8849,128879.2265,136190.9272,198415.5314,122142.5962,146118.0035,126269.8082,175890.0359,182912.7111,182564.534,159342.295,126760.5635,58841.64595,137933.4342,253586.2328,135773.98,94662.31997,164090.9983,167936.3072,185002.6217,138533.0664,145715.1942,108891.9884,158459.2612,185534.4825,152990.4158,157509.3432,181627.709,131231.3648,233428.1958,134479.0822,109577.0436,128046.4917,177747.5436,155332.1853,177605.8881,177583.836,63789.07291,119194.41,265064.1928,167289.0003,228252.8133,130759.6538,97496.44923,161829.4844,169754.4429,178120.4011,158967.3435,203060.2991,158145.9268,192536.6266,93305.87876,66163.24254,95607.08059,183061.87,169330.2496,206711.4131,245050.5801,219481.402,153228.2506,154242.8058,159247.5819,183047.7531,175312.2992,177874.1855,161095.5548,71858.11218,115546.4508,97129.66362,158614.5609,247911.5131,178028.2542,187877.2654,172414.7189,159161.8436,176497.8864,248559.811,140041.4588,159059.2231,127032.8544,92462.45826,157021.8956,156462.5746,143759.8016,120403.5314,143086.4082,166464.8471
PS488_0,352426.2863,356829.4974,368486.1642,354715.3495,340996.8184,334168.5002,336577.1034,418055.2155,246073.5427,376907.7962,243170.6051,292081.1148,424986.9209,392748.0284,558309.511,513815.2404,484809.4686,317503.8699,444517.4913,412964.9933,343646.8381,349987.9858,449106.8826,301898.2232,370436.8126,371795.0303,386689.208,370443.9404,309908.1628,538933.38,409012.6393,964233.0345,560088.814,448197.1657,399208.2005,327927.6507,319643.3068,436066.3393,353481.819,384989.3419,280772.1688,275843.6374,330966.0227,465378.2466,454917.1524,412754.3362,601477.3122,656543.01,430830.697,356201.8392,258050.4449,324980.4355,490669.5626,289448.2504,467305.785,559120.0402,762771.3414,483051.5921,440041.4863,448359.4957,480596.982,396943.0684,417220.0877,448221.6924,454561.5241,1078074.071,617964.5762,505126.7951,493115.2522,539112.583,360445.9049,479391.2725,606728.1031,493978.6377,393956.3051,462716.1971,312565.6453,407749.9086,531236.7976,412278.4558,398843.2707,409782.6132,428501.7111,460247.8856,544257.8118,413641.5162,426579.0983,349392.8757,366752.8847,448296.7792,671394.0723,535210.5953,458280.2144,420354.6378,582720.7385,638108.3674,404661.4452,379564.8836,394176.997,658718.5517,394834.4527,446165.6169,297729.3551,459563.6994,599511.9545,714408.7948,483939.6101,424972.6365,433424.9904,690507.2328,317134.0345,356966.5851,383529.3623,412917.5182,614190.1855,465385.3069,414425.466,288200.1848,244254.0225,420012.1306,550732.5522,368664.0895,342637.9742,470342.0146,463995.7681,325172.9608,418178.5482,381114.1976,317996.0533,333177.7134,373895.0176,460822.5482,384345.486,372702.2067,530744.4622,544288.7009,424652.979,289077.326,333084.2084,444630.4522,405440.9325,438113.3865,584736.7498,193314.8904,336562.2133,509683.9976,344659.3327,434341.0677,407586.2023,259814.5427,512684.0202,501202.9792,378956.7887,455332.7434,564650.4437,424345.0895,499311.4969,332760.3006,257911.0468,316071.2772,395406.907,587382.8222,618465.0246,601591.1273,805782.381,400730.3298,437252.5497,390241.8476,452121.0933,564097.3339,357272.9792,453893.8701,329563.9152,358445.1374,311017.3815,340846.2689,567745.1831,465345.0094,425935.0637,400012.6791,453739.6876,439753.1994,559105.5983,325933.238,459601.7453,282680.94,315154.4459,390188.6821,452181.3998,375319.9515,433439.9177,379509.9264,497920.1468
PS488_1,266116.5065,283420.053,279264.6996,260694.8027,281680.3704,239708.3679,236466.9984,272923.1162,241255.5401,306503.0472,168917.3587,213031.882,293059.0037,357027.0874,363274.819,386180.4679,378958.9356,275947.5745,369502.1449,275174.2145,230874.9835,214950.4127,332015.6343,288851.3433,315652.3982,233391.1965,274009.2672,257727.5055,224440.225,262513.2546,292769.1841,678068.2416,317376.0494,366449.0384,337070.9221,324983.2075,238042.4454,259796.3609,296555.1449,326347.8278,227873.0033,239093.5756,272887.4258,445647.3494,384405.308,332979.7463,482983.4738,502585.6251,357166.2273,296166.961,201601.1634,283268.0489,350603.2961,225281.1307,338661.857,406199.8793,574535.3508,413407.1787,354816.0202,358091.7579,437595.133,347604.6991,279037.7969,305325.4849,294709.5426,593394.5876,556608.6908,453211.0537,308220.1719,482187.8906,317149.4969,318502.3648,438328.7659,402578.7258,347155.7694,395563.6466,254097.1164,310712.1138,404263.9729,338968.0242,396430.4641,315697.942,265083.5145,371155.1778,444916.8675,317958.2597,359165.4391,266941.8987,368084.796,400767.1569,515839.3139,472527.5102,317233.6308,334475.2048,431408.7023,403647.3449,368955.3993,359115.3739,247881.8415,561436.9716,441562.7579,272507.8071,195672.4414,367590.8018,453499.3711,331169.976,343910.8085,376828.7308,301023.2084,413923.3731,276916.5957,338700.277,237398.404,289046.9762,421273.8933,361951.3966,312517.1431,241204.032,184571.4901,294708.0878,378055.5453,333778.5588,248002.8811,335796.9577,448574.6165,299411.8525,290476.5656,309650.4569,258327.429,323698.535,303658.1705,438118.2351,318616.0072,294647.7373,302285.9804,573329.5837,293891.9478,234573.5416,241814.9779,332583.7591,300386.7793,299438.4898,428922.7719,180933.8419,234271.443,486536.8732,376305.7537,382558.4137,353856.8928,251326.7027,380430.2468,423287.516,293773.8922,470869.6421,397753.8886,374807.8233,464593.5749,244991.8667,245257.2615,229822.1425,367050.1281,341120.9398,399547.6005,519188.8974,614897.5854,329772.4665,367869.3504,362435.22,396046.4556,403681.3459,327434.488,352033.1511,216430.4807,238113.4784,329324.2509,347692.8872,459878.5132,410005.6849,411779.6646,262267.1941,376806.4706,359357.6118,394292.4339,307436.8772,309237.269,269813.5858,223477.9268,314880.9765,489145.677,260619.9447,307560.2336,286723.9846,407974.8459
PS488_2,91152.42018,119287.5053,126512.3479,108244.4097,137292.4309,95914.36097,78923.8548,93332.04643,103264.6482,88165.22235,60079.20189,66256.66423,137564.2666,86696.66693,160712.9417,151931.8877,155453.272,71247.61479,106706.8549,112899.2362,94645.67647,74907.33367,107839.3683,67327.75229,117539.3664,99810.64816,111184.3993,76592.64245,74055.07343,132140.9529,123132.2004,281937.5001,148326.2817,156328.6426,133160.5275,121954.7387,74060.18818,93658.88587,91346.28031,123439.5626,78609.48605,140839.861,86399.29415,112388.855,114644.6908,107806.2737,153312.4127,136004.3811,112920.5502,96136.54376,82552.42373,86722.04269,135032.0002,65926.21855,123506.6632,170105.5282,189714.7944,121956.5878,124956.7401,142140.8591,148483.1979,139907.8755,131734.6237,126869.5493,75331.91951,273300.4418,151091.2111,141063.9505,154650.6852,147316.0791,105895.9417,112483.7792,174940.0452,134513.1099,140350.6135,215247.7086,76502.71696,127149.5996,155089.8245,81431.82046,134447.6385,105851.2169,109978.2225,121615.4887,126497.1426,137354.4745,113481.5697,86646.58542,101383.8093,184550.5902,184765.724,152596.3212,117027.9875,96677.35893,161470.0938,140683.3095,120101.8738,134939.7831,127192.9951,161649.4612,99247.68419,108120.3945,64670.93224,139795.1017,165380.509,152959.9517,108328.0206,129839.0355,106713.215,156701.5788,103866.7331,120801.033,170027.8676,127711.5448,178339.419,139187.0506,96882.78179,76415.00078,64597.00299,97221.61152,156236.4919,113201.9647,92819.36085,220086.5979,159120.2957,85780.14271,87941.58996,102612.6104,99916.04932,91893.39437,120013.4364,133467.9368,116766.4046,87142.45022,102258.4253,177357.4974,115721.4586,81686.4425,143899.6446,132869.6978,202468.1136,106064.7824,191352.7183,67002.90406,104134.4991,164609.5841,147087.6975,130994.4685,90976.61907,74813.79897,155490.7032,166322.6961,103263.6996,110469.9481,148869.5923,145853.6469,209171.1867,167790.3357,54576.36716,90354.3354,208812.5326,123763.4794,161550.5598,183333.8362,199725.6825,143383.868,120681.6938,119107.3008,146290.0052,115826.7212,102933.6126,146293.9968,92370.85214,94825.25817,95400.27783,107436.0028,205724.7572,141627.1708,153405.3337,130197.0192,188099.1806,148059.0722,146339.7989,108658.3494,180756.9906,109195.3188,127933.0653,115459.0255,144847.3622,107073.5467,157774.7443,115219.2526,129896.9059
PS488_3,56822.22669,61668.21794,90238.38561,47380.34525,41081.20546,42759.55819,52738.47003,52871.74853,49949.37538,47317.82059,29649.73868,32930.68379,69237.52777,61903.2741,81780.2299,126696.5881,94001.65455,41966.02706,65397.3549,61349.61985,38415.96822,47224.11285,67521.63015,51645.7863,40180.88914,52872.4752,58659.9276,0,44005.25731,84288.88775,53148.53697,150286.7214,88518.35955,86344.80769,69619.90948,59295.47961,52759.09162,64211.30011,89843.62744,65323.82844,0,55569.2072,51667.61217,113989.1276,70129.09962,110317.6188,78821.99565,81332.30579,43239.35718,40415.32345,87138.20101,43463.13648,68463.85401,45088.05962,79117.27802,71243.29915,95457.64369,123684.5864,78163.50465,59125.42554,98672.93367,73978.39767,107086.6644,95157.5095,53929.71578,128407.2089,117754.841,84378.25343,66390.3711,66638.54398,58276.58505,61587.7695,70455.72011,68309.72133,102224.4262,64264.15924,68913.15231,57849.71146,106839.2173,43528.52875,75602.96293,56032.97491,47668.02925,122276.3109,88741.72767,96611.27854,53803.69566,46076.18301,74609.88562,79958.91495,93795.74484,73291.89323,147223.8272,53581.06143,84123.64366,161083.6892,93927.77788,76598.53979,50267.82674,93686.20966,68729.7925,57451.6834,70203.68483,82835.87432,83047.45608,76017.19597,72636.99991,83387.01663,69934.1854,73232.35455,55209.73443,50074.40822,65918.96523,51563.89849,65871.19717,60672.1966,58071.73873,53879.96099,32326.74264,55053.00932,51762.58355,103930.1926,56944.51476,78202.38388,84385.4931,82743.39956,53797.28282,72813.47701,42985.42656,65744.0089,66922.79396,67639.79646,122749.5912,52162.14181,60365.59791,76875.44181,57148.01528,53578.43626,48010.89936,67281.89452,95440.69234,72956.26966,87309.01199,32480.96978,44590.89882,92624.20048,70281.85113,93664.26563,50368.62808,65054.78856,63730.89807,74802.76079,64261.07936,68374.35256,83488.06468,56710.68011,54668.74225,45245.62409,27910.0981,36289.17743,63827.03541,73960.68604,73445.53626,102901.7908,105703.7164,70043.34696,55547.61507,68745.30248,0,70121.26856,66795.17454,50711.5027,79468.02158,60493.56357,64809.8583,57149.37893,126119.3696,57008.93058,76262.06915,52016.3151,65467.56462,57491.63201,75803.09672,50753.35458,47200.57143,47796.05962,47625.54042,63622.99901,62618.97193,42160.76871,50939.45757,60737.97485,68844.6943
SHexCer466_0,0,37023.14083,33420.58311,0,45936.42332,0,40989.52715,40465.31771,36604.80133,32647.48327,0,20363.16395,39512.09343,0,38163.19691,54532.42417,61170.564,31565.1514,89363.72237,47391.7022,20732.30695,32443.47442,43731.91698,25428.32035,0,32637.28503,43356.99115,0,32600.60051,53020.75839,52264.31198,120439.3984,47866.4824,35160.69289,38009.44102,58544.24023,0,50256.77415,27599.52492,0,37480.73101,32429.78678,33432.87047,52129.16322,0,0,41602.52969,52197.40111,55729.97136,29844.78444,29711.68831,23666.68849,52018.04527,28350.60838,0,44809.20745,61178.57851,0,0,44088.61129,47257.06628,27038.69809,47069.98058,35755.91285,27840.2731,0,66404.87614,66975.03869,55635.04885,35364.06014,52755.0818,0,0,0,0,49781.52441,44697.7111,52123.04674,36974.24143,37696.61707,35560.8876,37742.13761,0,47578.19764,31625.62625,50885.05939,59427.86624,50303.97984,44716.65761,39273.7272,69745.43322,45593.76381,0,44887.76242,0,58071.4308,41995.83428,47473.8568,0,67939.63273,42889.62023,31527.072,26578.46987,45013.34561,57825.01714,52786.82265,43415.79551,55540.33036,0,58748.62923,31391.389,0,0,0,0,39979.35761,34473.30724,45626.44218,0,0,50082.43704,48484.20509,26225.55831,50200.78321,0,52733.04414,28742.47456,42059.00165,0,0,59587.2559,54297.68297,38537.74345,39011.11139,0,67710.34406,28131.89736,23132.12412,0,59374.79852,46952.03734,61587.35216,0,14478.06683,34181.72292,0,51779.78082,54444.32513,30739.60972,0,85683.93552,38458.12457,38778.52137,50772.37757,40398.647,32192.68786,39804.50923,24675.2102,0,0,54854.87435,0,45380.15384,63343.01884,49976.81319,39704.15644,39557.40682,48456.53846,49006.95811,35211.81301,0,0,19078.6967,0,19956.36499,54397.3511,0,48121.47977,47679.42012,39949.04804,51613.79096,47168.51386,41050.14554,30388.9211,0,28324.68241,0,24758.69118,43049.03442,0,25060.34722,34403.93936,0
SHexCer466_1,0,0,24787.73362,0,0,0,0,0,0,0,0,0,25097.63435,0,0,0,0,0,43842.66045,0,22999.96636,33370.1582,0,0,0,0,0,0,30783.88579,36838.36671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26223.90128,0,21284.03893,0,31914.50294,59574.77106,0,29494.9837,31242.65202,0,0,0,0,0,0,0,49917.93014,0,0,0,0,0,0,0,48709.75033,0,32609.38395,0,0,0,0,0,0,0,34927.43757,0,0,0,0,0,34081.53564,0,41049.57245,42218.11059,0,0,0,0,0,0,0,0,0,54492.40664,0,33661.10347,0,0,0,21161.43406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31700.13074,0,0,33825.93519,0,0,0,0,0,0,0,0,0,0,0,0,0,40828.07206,30176.11002,32001.18518,0,0,0,0,0,0,0,0,34060.8679,0,0,0,0,0,0,56676.1195,0,0,0,0,0,0,0,25574.45787,0,0,0,30757.46841,0,0,0,0,0,35796.52006,0,0,0,0,0,0,0,0,0,0,0
SHexCer466_2,0,38496.17358,26976.09406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39128.69037,0,0,0,39839.06098,0,0,0,0,0,29476.21805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35214.55793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39198.35642,0,0,0,0,0,0,0,0,22693.27976,0,45602.2285,0,0,0,0,0,0,0,0,38156.28075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS498_0,0,32702.48067,25494.81294,0,35192.31676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32353.10914,0,0,0,31742.82436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89871.44901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33250.22403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30797.73326,0,0,0,0,0,0,0,0,0,32184.50521,0,0,0,0,0,0,0,0,31154.62573,0,44932.2804,0,0,30165.26203,0,0,0,0,0,43094.44279,0,0,0,0,28613.31556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34793.09068,0,0,0,34455.26791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS498_1,0,0,44196.25786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32197.09707,0,0,29788.17777,27106.2081,0,0,49079.22632,0,34033.86103,0,0,0,0,0,0,0,37360.24015,0,0,0,0,0,0,0,0,0,0,0,0,0,37600.44855,0,0,0,0,28242.17609,0,0,82479.29404,0,0,0,36691.27953,0,0,41582.30606,36360.91452,0,0,0,46857.00876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27071.91692,0,0,0,0,0,0,0,0,0,30593.90113,0,0,0,0,0,0,0,0,0,0,0,47289.2551,0,0,0,0,0,0,0,35054.83225,0,0,0,0,0,0,0,0,0,0,0,0,0,29730.4055,36300.3067,0,0,0,0,0,0,0,38498.93491,0,0,0,0,39367.06803,0,0,0,0,0,0,0,0,0,0,26630.51921,0,0,0,32968.7185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIP393_0,0,34322.499,26278.16518,33983.58138,28398.64085,0,0,28359.63729,0,0,19975.95986,27767.24586,39360.24486,0,45815.4793,32651.64693,0,26509.34768,42573.76612,0,19235.44414,29553.53281,73446.45297,26274.43921,27195.88295,0,48101.34007,0,0,0,33685.37291,84283.05523,0,35533.9435,54850.73501,37824.51108,0,28269.46591,30531.11487,30330.21558,26312.21263,0,28715.14437,0,30590.10237,0,63679.9678,51240.18501,0,0,25950.61211,27536.84811,41018.78219,0,0,0,54103.73358,0,29530.38389,28148.4163,0,47550.21999,0,0,32096.84235,0,0,0,38645.70458,0,39845.5771,0,0,36850.81804,0,33041.08108,28586.34284,0,43128.82107,0,0,0,0,60793.94714,38538.99247,40324.46982,32033.56194,31979.77545,0,0,56801.24601,30581.81362,44852.07902,0,60582.17083,0,36342.01115,44548.12541,0,47546.49658,27009.34105,28659.72887,20454.57761,0,55221.10213,0,81650.70938,0,38866.53981,0,24994.59902,0,46430.75491,0,49128.66281,52967.05836,41905.552,28099.69584,35619.0771,37804.8333,44515.19036,39441.02997,22684.56193,0,51125.98272,0,0,35552.77713,33806.4548,0,36115.36261,42484.9019,30820.13222,44882.66352,42172.09788,0,0,0,39925.93388,45307.85176,0,0,0,0,36348.33955,39210.96501,0,31189.83834,25162.92838,0,55859.86052,63366.9038,30060.6411,0,38112.0084,0,0,33770.80559,18119.96014,26105.04114,0,36739.50285,0,40102.77027,0,0,0,0,0,0,0,34769.48164,20056.50782,0,28198.88019,31093.76937,45668.12689,0,38129.28967,0,33428.62994,34514.60122,40037.11499,0,32483.97286,32303.35604,20929.54546,25875.35289,0,37836.98737,27625.42057,28309.86442,32836.67961
PIP393_1,29500.79961,0,28992.09614,0,27689.99442,0,0,0,0,0,18669.18395,0,28925.89177,30314.67735,66567.39927,0,0,0,0,49232.6157,0,27863.88423,27078.43909,24550.57908,34958.48448,0,43734.4145,25444.26368,0,0,24176.86055,0,43611.94009,29193.2123,34122.55865,33795.31149,0,0,32349.74567,0,0,20223.6839,0,52223.0269,0,0,0,0,0,28246.08741,0,0,0,0,29093.73156,30891.05289,0,42076.2769,29313.73753,0,0,26442.20124,0,28457.52506,0,0,0,0,35113.02717,32820.18322,31411.02222,0,0,0,0,0,26406.66433,0,0,0,33997.49875,39084.43168,29621.13616,32205.83217,39846.43951,23113.34094,29888.59711,0,31384.53052,0,0,39357.7214,46835.6233,0,0,0,0,0,33324.01074,55908.1879,0,0,0,0,0,0,0,0,0,0,0,0,26020.40323,0,0,0,45845.75973,0,0,0,0,30147.53718,0,37271.39733,35319.27377,0,30785.40556,29731.26963,23033.2616,0,0,41736.29486,25063.85287,0,0,0,23053.27581,0,0,37386.96526,29643.81898,0,0,0,36388.50042,0,36227.63467,0,25910.18087,0,0,54721.9621,26379.20909,29803.21678,0,32501.86721,0,32232.78638,0,28007.76373,0,32651.09906,38085.6832,0,0,0,0,0,0,42871.68376,35068.88089,0,15161.23,0,18659.69484,34277.67673,53587.86157,0,0,0,0,0,34349.18356,0,31022.53768,0,0,32194.85445,0,25804.89544,0,0,0
PIP393_2,21571.72953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20949.12103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21255.03766,0,0,0,0,23550.06343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16361.17349,0,0,0,0,0,0,0,0,19262.113,0,24430.98502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11804.06588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18255.16863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIP407_0,44819.81407,41863.46075,37507.30556,27047.02327,25673.61143,36436.93506,37399.26064,50309.93877,37305.92879,30391.31352,26488.98037,21031.34081,36900.82212,41168.73314,64210.43505,37894.26696,43893.96958,14565.89163,38091.69059,46870.10267,32658.01868,49318.12224,45752.94084,69609.28281,69244.76434,65020.12598,50967.71611,37352.14834,0,0,27086.99789,0,0,43201.95554,29354.6318,25551.79094,30809.87356,53990.77575,96892.56556,84696.25081,35841.20961,36705.16743,23836.3418,36993.67003,30007.77424,0,88474.08157,75822.97572,23839.12017,55726.19603,51933.93558,65877.58833,37978.56233,30298.25458,40087.4581,33897.21672,53032.49142,56812.40992,102361.1669,23939.09008,27897.48085,72844.12475,44817.75467,26494.55964,77197.9604,0,55765.60386,44319.68201,0,34764.23288,52751.51362,31496.00119,0,33468.9975,34436.84053,49122.51375,66465.26236,40454.29961,36678.84141,30384.11397,26624.36674,35026.73519,38324.83828,37725.04745,36435.63895,33311.6684,84424.53641,41905.01995,37693.21847,57838.12667,54885.05915,43628.41599,58205.06345,30079.72272,48862.26361,0,46267.2848,46009.39172,26270.0124,0,22674.05746,63576.28138,30888.03676,0,34386.14388,41329.81666,69310.53155,45550.41188,55796.16596,47147.61578,37747.225,0,37016.49509,39653.59351,37237.02514,44152.7035,73783.39757,32626.5041,43347.43532,39069.95505,35017.37155,38485.66732,74755.5589,39442.34005,47222.68947,30039.23137,36283.15223,62586.2247,38881.92451,35981.70929,61725.56724,45219.62245,51226.80175,35148.82417,25046.81184,58357.3301,69398.10833,46431.92573,41826.64206,49881.83739,36470.03717,43760.94829,79130.81912,12321.48319,24417.36221,44254.34135,34137.14659,40714.73279,45408.25992,27010.63408,63447.35533,42414.49381,35536.91332,0,32742.49284,28937.63415,53854.92511,41249.15543,21742.83535,51772.15801,40903.9975,36612.35184,40850.65742,51349.15524,54528.92682,0,0,0,37935.93609,47293.91886,54201.36029,40712.35194,19425.20578,29030.07135,31366.16241,32534.3841,0,29016.74801,0,23437.76464,45120.39247,33455.91996,28796.44557,31488.1156,47150.68361,33719.6973,36512.18895,61941.82371,39925.59031,37282.48498,36116.91785,51255.33863,49988.55076
